,emotions,id,sentence
807,"['stress,', 'anxiety,', 'trust']",1334,"[""'jumpy'"", 'years,', 'carried', 'weapon,', 'negatively', 'impacted', 'personal', 'relationships.']"
808,"['horrible.', 'extremely', 'stressful', 'therapy.', 'severe']",1336,['little']
809,"['anxiety', 'depression']",1337,"['extreme,', 'bases', 'harassment', 'mistreatment', 'faculty', 'due', 'misperception', 'situation:', 'became', 'extremely', 'unbalanced', 'unable', 'perform', 'research;', 'lost', '10', 'lbs.', 'inability', 'eat;', 'disastrous', 'time']"
810,['understanding'],1338,['nan']
811,"['angry.', 'affected', 'mental']",1342,"['stressful', 'research', 'centre', 'daily', 'presence', 'someone', 'done', 'this.', ""i've"", 'doubt', 'would', 'happened', 'man', 'senior', 'status', 'woman.']"
812,"['depression', 'doubt', 'doubt', 'blame', 'blame']",1343,"['graduate', 'school', 'already', 'stressful', 'hard', 'distinguish', 'particular', 'incident.', 'certainly', 'exacerbated', 'anxiety', 'slowed', 'progress', 'dissertation', 'felt', 'uncomfortable', 'around', 'advisor']"
813,['therapy'],1344,['nan']
814,"['quit', 'good']",1345,['depression']
815,"['depression,', 'ptsd']",1346,"['disrespect', 'authority']"
816,"['therapy', 'medication', 'anxiety']",1347,"['large', 'impact', 'confidence,', 'became', '‘gun', 'shy’', 'per', 'se.', 'graduate', 'student.', 'still', 'academia,', 'it’s', 'hard', 'career']"
817,"['extreme', 'stress']",1348,"['felt', 'like', 'something', 'wrong']"
818,"['depression', 'medication']",1349,"['terrible.', 'said', 'hired', 'thought', 'cute.', 'accused', 'front', 'dept', 'chair', 'lying', 'get', 'job.']"
819,['therapy.'],1350,"['registering', 'series', 'microaggressions', 'head', 'past', 'couple', 'months']"
820,"['cried', 'unsafe', 'alone']",1351,"['now,', 'six', 'years', 'finally', 'getting', 'dissertation', 'through,', 'think', 'finally', ""'uncoiling.'"", 'really', 'protective', 'always', 'felt', 'like', 'edge', 'losing', 'everything.', 'changed', 'profound', 'ways']"
821,['never'],1354,['n/a']
822,['anxiety'],1355,"['weird.', 'could', 'identify', 'happening', 'happening,', 'without', 'reacting', 'way', 'might', 'thought', 'would.', 'would', 'say', 'things', 'like,', '""we', 'keep', 'conversations', 'people', 'get', 'wrong', 'idea,""', ""i'd"", 'immediately', 'think,', '""holy', 'cow,', ""that's"", 'textbook', '""our', 'little', 'secret""', 'grooming', 'language.""', 'moment,', 'wanted', 'get', 'away,', ""i'd"", 'laugh', 'leave.', 'certainly', 'stressor,', 'biggest', 'effect', 'contemporaneous,', 'disconnected', 'mental', 'narrative.', ""i'd"", 'never', 'experienced', 'quite', 'severely', 'before.', 'assume', 'sort', 'survival', 'mechanism']"
823,['ptsd.'],1356,"['none.', 'know', 'vexing', 'primary', 'victim,', 'though.', ""can't"", 'speculate', 'former', ""assistant's"", 'take', 'it,', 'however', '--', 'remained', 'friends', 'died', 'years', 'later', 'outward', 'appearances.']"
824,"['serious', 'abuse', 'mental']",1357,"['angry,', 'self-doubtful']"
825,['upset'],1358,"['pretend', 'affect', 'me,', 'handle', 'it,', ""i'm"", 'fearless.', 'actually', 'makes', 'nervous', 'trust', 'issues.', 'control,', 'hard', 'surrender', 'control,', 'even', 'loving', 'husband.', 'sure', 'incident', 'affected', 'way,', 'part']"
826,"['ptsd,', 'nightmares,']",1362,"['sense', 'extreme', 'vulnerability', 'every', 'time', 'walk', 'campus']"
827,"['anger,', 'doubt,', 'shame']",1363,['nan']
828,"['undermined', 'nervous']",1364,"[""i'm"", 'real', 'mad']"
829,"['panic', 'severe', 'anxiety']",1366,"['depression,', 'ptsd,', 'heavier', 'drinking']"
830,['counseling'],1368,"['intermittently', 'depressed', 'anxious', 'next', 'two', 'years.', 'required', 'silence', 'esp', 'devastating.', 'even', 'years', 'later,', 'saw', 'distance,', 'would', 'go', 'white', 'start', 'shaking']"
831,"['uncomfortable', 'wary', 'alone']",1370,"['intermittently', 'depressed', 'anxious', 'next', 'two', 'years.', 'required', 'silence', 'esp', 'devastating.', 'even', 'years', 'later,', 'saw', 'distance,', 'would', 'go', 'white', 'start', 'shaking']"
832,['stop'],1371,"['adds', 'impostor', 'syndrome:', '""am', ""i'm"", 'pretty?"";', 'comment', 'stuck', 'occasionally', 'pops', 'memory', 'nowhere']"
833,"['miserable', 'hated']",1372,"['feel', 'incredible', 'guilt', 'protect', 'students', 'came', 'reporting', 'him.', 'still', 'reported', 'him.', ""i'm"", 'tenure-track', 'professor', 'field', 'doubt', 'credentials', 'success—how', 'know', 'early', 'successes', 'ulterior', 'motives?']"
834,"['suicide', 'abusive']",1374,['nan']
835,['depression'],1378,['nan']
836,['panic'],1380,"['huge', 'impact.', 'deeply', 'depressed', 'long', 'time.', 'also', 'continue', 'feel', 'anxiety', 'academy']"
837,['severe'],1384,"['confusion', 'fear', 'caused', '""grooming""', 'strategies', 'sadness', 'loss', 'opportunities']"
838,"['worst', 'uncomfortable']",1385,"['terrified', 'every', 'time', 'went', 'graduate', 'department', 'rest', 'academic', 'year', 'former', 'lover', 'threatened', 'acted', 'violent.', 'thankfully,', 'end', 'phd,', 'overlap', 'another', '8', 'months.', 'spent', 'lot', 'time', 'wondering', 'overreacting.', 'harassment', ""i've"", 'experienced', 'current', 'institution', 'made', 'really,', 'really', 'angry']"
839,['paranoid'],1387,"['first', 'started,', 'felt', 'shaken', 'it.', ""i'm"", 'pissed', 'use', 'fuel']"
840,"['good', 'extremely', 'anxious', 'angry.']",1389,"['consult', 'doctors', 'panic', 'attacks', 'second', 'semester', 'freshman', 'year.', 'shrink', 'given', 'university', 'health', 'service', 'asked', 'whether', 'imagining', 'men', 'found', 'attractive', 'accused', 'exaggerating', 'get', 'completing', 'work', 'time.', 'sent', 'home', 'benzodiazepine', 'made', 'want', 'sleep', 'constantly.', 'fortunately,', 'roommate', 'got', 'drugs', 'immediately.', 'friends,', 'insisted', 'take', 'incomplete', 'second', ""guy's"", 'course', 'could', 'put', 'energies', 'courses', 'regain', 'confidence.', 'also', 'sense', 'never', 'see', 'therapist']"
841,"['disappointment', 'upset']",1390,['nan']
842,"['mental', 'abuse']",1391,"['depression,', 'insecurity', 'place', 'department.']"
843,['confused'],1392,"['hated', 'interactions,', 'avoided', 'interacting,', 'person', 'tenure', 'chair', 'after.']"
844,['anxiety'],1393,['nan']
845,"['depression', 'angry']",1395,"['damaging', 'effect', 'three', 'women', 'happened', '(and', 'ones', 'friends', 'friendly', 'with).']"
846,['stop'],1396,['humiliation']
847,['hard'],1397,"['spent', 'feeling', 'like', 'crap', 'said', '""fuck', 'him""', 'got', 're-excited', 'research']"
848,['upset'],1398,"['suffered', 'clinical', 'depression', 'anxiety', 'year']"
849,['stressful'],1399,"['thankfully', 'none.']"
850,"['worse', 'worse']",1401,['mild']
851,"['disorder,', 'extremely', 'anxious']",1402,"['diagnosed', 'major', 'depression']"
852,['stressful'],1404,"['upset', ""i'm"", 'upset', 'now.', 'remember', 'angry', 'sad', 'running', 'conference', 'cry---and', 'upset', ""i'd"", 'done', 'potentially', 'big', 'moment', 'career']"
853,['depression'],1406,"['moderate', 'severe.', 'mostly', 'think', 'it.', ""i've"", 'hit', 'men', 'life.', 'but,', ""i'm"", 'honest,', 'shaken', 'belief', 'abilities', 'worth', 'scholar.', 'write', 'letters', 'recommendation', 'wanted', 'feel', 'sexually', 'obligated', 'indebted', 'thought', 'good', 'candidate', 'graduate', 'school?', 'both?q']"
854,['never'],1408,"['temporary', 'severe.']"
855,['treatment'],1409,"['presence', 'person', 'made', 'life', 'uncomfortable', 'department.', ""i'd"", 'almost', 'late', 'classes', 'came', 'right', 'his,', 'tried', 'avoid', 'seeing', 'transition', 'avoid', 'remarks', 'like']"
856,['traumatic'],1414,"['feel', 'like', 'matter', 'accomplish,', ""i'm"", 'always', 'set', 'tits']"
857,['anxiety'],1417,['nan']
858,"['anxiety', 'disorder']",1418,['none']
859,"['abusive', 'abuse']",1419,"['hated', 'going', 'class', '(it', 'required', 'college).', 'rarely', 'participated,', 'went', 'office', 'hours', 'required.']"
860,"['anxiety,', 'stress']",1420,"['hard', 'switch', 'fields,', 'understand', 'stay', 'field,', 'best', 'could', 'expect.']"
861,"['upsetting', 'wrong', 'disappointed', 'disillusioned']",1421,"['1&2)', 'made', 'feel', 'anxious', 'alienated', 'many', 'people', 'witnessed', 'nothing.', '3)', 'event', 'caused', 'mental', 'distress.', 'happened', 'last,', 'compounded', 'sexual', 'harassment', 'experiencing.', '(all', 'events', 'happened', 'within', '1-2', 'months', 'other,', 'top', '~5', 'unwanted', 'sexual', 'advances', 'peers', 'include', 'here.)', 'result,', 'experienced', 'panic', 'attacks', 'dissociation.', 'felt', 'like', 'everyone', 'get', 'me,', 'least', 'indifferent', 'towards', 'sexual', 'harassment,', 'unstable', 'while.']"
862,['good'],1423,['nan']
863,"['struggled', 'never', 'unwanted']",1424,"['*dreaded*', 'coming', 'work,', 'although', 'loved', 'colleagues,', 'students,', 'campus', 'general.', 'create', 'work', 'arounds--working', 'night', 'weekends--to', 'avoid', 'around', 'him.', 'would', 'enter', 'room', 'stomach', 'would', 'drop.', ""i'm"", 'still', 'sick', 'hearing', 'amazing/much', 'genius', 'despite', 'fact', ""he's"", 'gone.', 'colleagues', 'created', 'scholarship', 'name,', 'legend', 'genius', 'spectacular', 'professor', 'lives', 'on,', 'despite', 'atrocious', 'irresponsible', 'behavior', 'faculty', 'students']"
864,"['anger', 'fearful']",1425,"['double-guessed', 'personal', 'interactions', 'professional', 'life.', 'used', 'think', 'one', 'guys', 'go', 'drink', 'dinner', 'group', 'people,', 'clearly,', 'things', 'easily', 'misunderstood.', 'challenge', 'course', 'systematically', 'miss', 'unofficial', 'networking', 'opportunities']"
865,"['never', 'disgusting']",1426,"['acute', 'impostor', 'syndrome.', 'wondered', '(and', 'still', 'do)', 'awarded', 'research', 'position.', ""i've"", 'lost', 'trust', 'male', 'supervisors,', 'experience', 'significant', 'stress', 'alone', 'room', 'one']"
866,"['betrayed', 'good', 'bad']",1428,"['well', 'undergrad', 'already', 'made', 'paranoid.', 'anonymous', 'form', 'still', 'naming', 'person,', 'even', 'though', 'know', 'name?', 'course,', 'delightful', 'know', ""i'm"", 'attempting', 'enter', 'profession', 'one', 'okay', 'book', 'make', 'complete', 'moral', 'decrepitude.']"
867,['uncomfortable'],1432,"['awkward', 'keep', 'attending', 'class', 'professor', 'made', 'bit', 'anxious.', 'anxiety', 'became', 'anger', 'feel', 'ok', 'it,', 'albeit', 'frustrated.']"
868,"['fearful', 'afraid', 'afraid', 'alone', 'never', 'fear']",1433,"['complex', 'ptsd', 'treated', 'daily', 'drugs', '(this', 'keeps', 'nightmares', 'flashbacks', 'bay).', 'therapy', 'year', 'deal', 'effects', 'sexual', 'emotional', 'abuse.', 'continued', 'inability', 'put', 'personality', 'back', 'together', 'self-confidence', 'self-respect.', 'continued', 'shaming', 'friends', 'academics.']"
869,['wary'],1434,"['clinical', 'depression,', 'anxiety', 'disorder,', 'ptsd']"
870,"['negative', 'mental', 'bad']",1435,"['high', 'anxiety']"
871,"['lost', 'depression', 'embarrassed']",1437,"['time', 'wrote', '""that\'s', 'is,""', 'much', 'culture', 'department.', 'given', 'stories', 'heard', 'later', 'department,', ""i'm"", 'lot', 'angrier', 'pervasive', 'culture', '""bad', 'behavior""', 'male', 'faculty', 'was,', 'even', 'performatively', 'ironic', 'bad', 'behavior.', 'say', 'trauma', 'recollection', 'grad', 'school', 'leaves', 'bad', 'taste', 'mouth.', 'see', 'conferences', ""i'm"", 'careful', 'alone', 'him,', 'even', 'public', 'settings,', 'bit', 'humiliating.', 'would', 'welcomed', 'closer', 'relationship', 'point', 'life', 'trusted', 'creep.']"
872,"['fear,', 'anger,']",1439,['nan']
873,['therapy'],1440,"['thought', 'suicide,', 'left', 'school']"
874,['rumors'],1441,"['anxious', 'dealing', 'him,', 'less', 'trusting', 'general', 'colleagues']"
875,['mental'],1445,"['none.', 'amazed', 'thought', 'so.', 'thought', 'avoided', 'harassment', 'thus', 'far', 'deliberately,', 'calculatedly', 'ugly', 'badly', 'dressed']"
876,['stressful'],1447,['nan']
877,"['worried', 'concerned']",1448,"['hard', 'measure.', 'panic', 'attacks,', 'anxiety', 'depression', 'resulting', 'therapy', 'medication', 'throughout', 'graduate', 'career', 'afterward.']"
878,"['stress,']",1449,['tremendous']
879,"['suicidal', 'anxiety', 'therapy.']",1452,"['aware', 'personal', 'space.', 'automatically', 'think', 'male', 'professors', 'act', 'similarly', 'guy.', 'give', 'profs', 'benefit', 'doubt.']"
880,"['anxiety', 'depression']",1454,"['situation', 'caused', 'doubt', 'scholar', 'felt', 'like', 'would', 'never', 'taken', 'seriously.', 'one', 'top', 'performers', 'class', 'discussions', '&', 'received', 'high', 'marks', 'classes', 'non-harassing', 'professors.', 'it’s', 'also', 'affected', 'approach', 'male', 'faculty', 'i’m', 'married,', 'feel', 'selective', 'word', 'choice', 'towards', 'them.', 'end,', 'feel', 'i’ve', 'overcome', 'particular', 'situation.', 'instances,', 'child', 'molestation,', 'abusive', 'relationships', '&', 'rape', 'definitely', 'affected', 'significantly;', 'situation,', 'school', '-', 'always', 'safe', 'place', '&', 'place', 'felt', 'could', 'shine;', 'i’d', 'already', 'completed', 'two', 'masters', 'prior', 'degree', 'pursuing', 'time', '-', 'struck', 'different', 'chord.', 'place', 'felt', 'safe', 'protected', 'sexualized', 'male', 'gaze.']"
881,"['vulnerable', 'lonely']",1461,"['often', 'wonder', 'could', 'done.', 'concerned', 'futures', 'graduate', 'students.', 'wish', 'safe', 'way', 'help', 'her.', 'suffered', 'directly', 'harassment', 'suffered', 'friends', 'family']"
882,['abuse'],1463,"['far', 'imagine,', 'sure.', '(very)', 'proud', 'persevered,', 'literally', 'week', 'life', 'goes', 'think', 'event', 'anger', 'great', 'regret', 'way', 'handled', 'it.', 'recently', 'drafted', 'letter', 'then-chair', 'department.', 'yet', 'sent', 'it,', 'sure', '-', 'cathartic', 'write.', 'parent', 'young', 'child', 'intellectual', 'disabilities.', 'someone', 'like', 'me,', 'full', 'intellectual', 'capabilities,', 'unable', 'stop', 'respond', 'raped,', 'worry', 'constantly', 'fare', 'world.', 'terrified', 'her,', 'determined', 'never', 'let', 'happen.']"
883,['stress.'],1464,"['comments', 'behavior', 'definitely', 'threw', 'off;', 'initially,', 'brushed', 'something', '""just', 'happens""', 'conferences.', 'made', 'wary', 'came', 'public', 'presentations;', 'pretty', 'despondent', 'day', 'two', 'spent', 'good', 'month', 'thinking', 'different', 'ways', 'could', 'responded', 'day', '(and', 'strategizing', 'avoid', 'kind', 'situation', 'future).', 'incidentally,', 'something', 'similar', 'happened', '*at', 'conference*', '2016;', 'report', 'either', 'instances', 'worried', 'would', 'turn', 'he-said-she-said', 'fiasco', 'ruin', 'chances', 'advancement', 'already-small', 'field.']"
884,['anxious'],1466,['nan']
885,"['definitely', 'hostile']",1469,['nan']
886,"['extremely', 'therapy.', 'imposter', 'syndrome.']",1470,['nan']
887,"['bored', 'struggle']",1473,['nan']
888,['afraid'],1475,"['really,', 'really', 'depressing']"
889,['gay'],1477,"['feel', 'ambivalent', 'whether', 'harassment.', 'undoubtedly', 'many', 'people', 'think', 'sexual', 'thoughts', 'others', 'around', 'make', 'gestures', 'vocalize', 'thoughts.', 'distinguishes', 'mind', 'mention', 'particular', 'man', 'witnessed', 'behavior', 'today', 'another', 'man,', 'think', 'would', 'report', 'him,', 'obtain', 'surveillance', 'video', 'elevator,', 'shame', 'publicly,', 'possibly', 'end', 'career', 'guy.', 'nothing.', ""i'm"", 'ambivalent', 'whether', 'nothing', 'right', 'thing', 'circumstance.']"
890,['worse'],1478,"['long', 'period', 'ptsd,', 'depression,', 'prescription', 'recreational', 'drug', 'abuse']"
891,['lost'],1479,"['long', 'period', 'ptsd,', 'depression,', 'prescription', 'recreational', 'drug', 'abuse']"
892,"['abuse', 'struggling', 'abusive']",1483,"['again,', 'outsider,', ""i've"", 'ever', 'felt', 'uncomfortable', 'really', 'threatened.', 'conferences', 'anxiety-inducing', 'enough', 'young', 'scholars', 'without', '""diplomatically""', 'fend', 'unwelcome', 'advances']"
893,['stress'],1485,"['time', 'come', 'hate', 'place', 'well', 'work', 'spent', 'decade', 'life', 'prepare', 'thousands', 'dollars', 'still', 'paying', 'back']"
894,['treatment'],1489,"['feelings', 'guilt,', 'loss,', 'inadequacy,', 'defeat', 'despair']"
895,"['insecure', 'kind']",1490,"['devastating.', 'humiliated.', 'kept', 'believed', 'research', 'personal', 'reasons.']"
896,"['stress', 'fear']",1491,"['acutely', 'depressed', 'two', 'years.', 'returning', 'graduate', 'school', 'triggered', 'panic', 'attack', 'anxiety']"
897,['serious'],1493,"['contributed', 'overall', 'unhealthy,', 'distrustful', 'department']"
898,"['unsafe', 'worried', 'anxious', 'kind']",1496,"['went', 'psychiatrist', 'prescribed', 'anxiety', 'pills.', 'room', 'would', 'break', 'cold', 'sweat', 'would', 'become', 'hard', 'breathe.', 'avoid', 'contact', 'him,', 'walk', 'extra', 'fast', 'see', 'him.']"
899,"['depression', 'anxiety']",1498,"['help;', 'time', 'already', 'treated', 'depression,', 'unrelated', 'harassment']"
900,"['panic', 'depression,', 'abuse']",1499,['none']
901,"['scared', 'ashamed', 'worry']",1501,"['made', 'bitter/frustrated/disillusioned']"
902,"['anxiety', 'bitter']",1502,"['already', 'struggled', 'anxiety', 'disorder', 'low', 'self', 'esteem', 'regards', 'career.', 'lot', 'self', 'doubt', 'years.', 'sexually', 'harassed', 'quite', 'bit', 'fellow', 'students', 'undergrad.', 'told', 'many', 'got', 'graduate', 'school', 'looks.', 'man', 'mentor', 'years,', 'knew', 'self', 'esteem', 'issues', 'helped', 'build', 'confidence', 'years.', 'one', 'moment', ',', 'right', 'back', 'girl', 'got', 'grad', 'school', '""', 'tits"".', '10', 'years', ""i'm"", 'better', 'now,', 'took', 'real', 'work']"
903,"['depression', 'shame']",1503,"['generated', 'lot', 'anxiety', 'stress.', 'prompted', 'visit', 'cognitive', 'behavioral', 'therapist', 'manage', 'interactions', 'professor', 'remainder', 'time', 'took', 'complete', 'project']"
904,"['struggled', 'shocked']",1505,"['negative', 'impact.', 'teaching', 'class', 'graduate,', 'professors', 'teach']"
905,"['trust', 'alone']",1506,"['might', 'reduced', 'opportunity', 'less', 'show', 'boat.', 'want', 'physically', 'thought']"
906,"['lost', 'trust']",1507,"['anxiety', 'disorder.', 'distrust', 'men', 'relationships']"
907,['stress'],1508,"['causes', 'anxiety', 'often,', 'especially', 'around', 'conferences.', 'avoid', 'social', 'interactions', 'colleagues.', 'avoid', 'conferences', 'know', 'there,', 'sometimes', 'still', 'need', 'room', 'torture', 'me.']"
908,"['cried', 'terrified', 'interested']",1511,"['made', 'angry', 'lot', 'time', 'undermined', 'self-confidence', 'straight', 'student', 'breasts', 'got', 'attention', '(and', 'spectacular', 'breasts,', 'way']"
909,['therapy'],1512,['nan']
910,['anxiety'],1515,"['confusion', 'mostly,', 'guess;', 'anything', 'bit', 'flattered,', 'mostly', 'disappointed', 'behaviour', 'mine', 'allowing', 'vulnerable', 'position', 'alone', 'field', 'car', '-', 'decent', 'sort,', 'could', 'gone', 'horribly', 'wrong.', 'considered', 'colleague', 'mentor,', 'romantic', 'interest,', 'think', 'anything', 'inappropriate', 'would', 'happen.', 'later', 'heard', 'friend', 'also', 'approached', 'similar', 'manner', 'time', 'earlier', 'that,', 'unbeknowst', 'me,', 'bit', 'reputation', 'kind', 'behaviour.', 'made', 'think', 'stupid', 'idiot', 'getting', 'situation', 'naive.', 'never', 'thought', 'would', 'happen', 'me,', 'low', 'self-esteem', 'thought', 'no-one', 'would', 'interested', 'way', 'anyway.', 'supposed', 'made', 'lasting', 'impact', 'one', 'first', 'incidents', 'adult', 'life', 'male', 'colleague', 'turned', 'professional', 'working', 'relationship', 'platonic', 'friendship', 'something', 'also', 'personal/romantic/sexual', 'interested', 'way.', 'felt', 'like', 'worthy', 'colleague,', 'girl.', 'left', 'jaded', 'wary', 'future', 'professional', 'collaborations', 'interactions', 'male', 'colleagues']"
911,['disappointment'],1518,"['creepy', 'one', 'harassing', 'students--in', 'experience--so', 'aberrant', 'behaviour']"
912,"['hard', 'insecure', 'terrible']",1519,"['post', 'traumatic', 'stress', 'disorder,', 'years', 'ongoing', 'therapy.']"
913,['anxiety'],1520,"['time', 'felt', 'guilty', 'shutting', 'down/', 'poor', 'role', 'model', 'students.', 'still', 'feel', 'guilty', 'knowing', 'changed']"
914,"['afraid', 'difficult', 'trust']",1522,['nan']
915,['mental'],1524,"['extreme', 'anxiety,', 'feelings', 'inadequacy,', 'resulted', 'dropping', 'several', 'courses', 'order', 'part-time', 'status', 'preserve', 'mental', 'health']"
916,['syndrome'],1525,"['diagnosed', 'severe', 'anxiety']"
917,['mental'],1526,"['harassment', 'compounded', 'attempt', 'another', 'english', 'professor', 'put', 'name', 'work', 'publish', 'without', 'attribution', 'me.', 'positive', 'supportive', 'experiences', 'two', 'years', 'professors', 'university', 'arizona', 'received', 'ma.', 'one', 'year', 'madison', 'phd', 'program', 'sent', 'depression', 'resulted', 'ulcer']"
918,"['mental', 'afraid', 'alone']",1529,['nan']
919,"['traumatized', 'sure', 'depression', 'ptsd.']",1531,"['frustration', 'anger.']"
920,"['anger', 'dynamic']",1533,['great!']
921,"['anxiety', 'wary']",1538,"['alternated', 'anxiety', ""university's"", 'treatment', 'women', 'stalked', 'groped', 'guy', 'feeling', 'empowered', 'support', 'friends', 'mentors.']"
922,['angry.'],1539,"['caused', 'quite', 'bit', 'anguish.', 'harassment', 'subtle', 'real', 'ate']"
923,['disappointment'],1540,"['frequent', 'bouts', 'anger', 'able', 'pull', 'power', 'play', 'me.', 'able', 'write', 'unwanted', 'advance,', 'fact', 'less', 'laugh', 'play', 'along', 'bothered', 'me,', 'particular', 'made', 'realize', 'complicated', 'kind', 'harassment', 'is.']"
924,"['severe', 'anxiety,', 'anxiety']",1541,"['extreme', 'discomfort', 'department;', 'feeling', 'isolated', 'alone;', 'loss', 'self-worth']"
925,"['self-doubt,', 'sure', 'worry', 'affectionate']",1542,"['think', 'stress', 'four', 'years', 'tenure', 'track', 'permanently', 'changed', 'me.']"
926,"['dreaded', 'angry', 'abusive']",1543,"['none.', 'good', 'friends']"
927,"['difficult', 'isolated', 'exacerbated', 'rumors']",1545,"[""can't"", 'even', 'begin', 'quantify', 'this.']"
928,"['question', 'positive']",1546,"['almost', 'flunked', 'out.', 'final', 'semester', 'panic', 'attacks', 'every', 'time', 'tried', 'go', 'campus', '(i', 'also', 'raped', 'classmate', 'semester).', 'honors', 'student', 'event,', 'barely', 'graduated.']"
929,['question'],1548,"['18', 'months', 'spent', 'georgia', 'tech', 'saddest', 'months', 'life.', 'saw', 'gt', 'counselor', 'time', 'there,', 'afraid', 'proud', 'tell', 'much', 'happening', 'me.', 'instead,', 'sessions', 'focused', 'relationship', 'boyfriend', 'time.', 'shielded', 'conversations', 'able', 'talk', 'insecurity', 'fear', 'future', 'harassment', 'causing,', 'helpful,', 'often', 'wonder', 'would', 'happened', 'shared', 'details', 'shared', 'lawyer', 'years', 'afterwards.', 'since', 'then,', 'lucky', 'supported', 'well-qualified', 'friends', 'family,', 'still', 'cry', 'spontaneously', 'unrelated', 'reports', 'sexual', 'harassment', 'assault']"
930,['depression'],1549,"['sought', 'counseling', 'soon', 'situation', 'began,', 'continued', 'receive', 'counseling', '3', 'years']"
931,"['suffered', 'severe', 'depression', 'anxiety']",1552,"['developed', 'pretty', 'strong', 'hypervigilance', 'skills', 'taken', 'toll', 'me.', 'anxiety', 'dealing', 'experience', 'caused', 'horrible']"
932,['depression'],1553,['nan']
933,['stressful'],1554,['nan']
934,"['never', 'traumatized', 'never', 'doubted', 'great']",1555,['nan']
935,"['anxiety', 'mental']",1557,"['still', 'think', 'years', 'later']"
936,['emotional'],1558,"['traumatised', 'me,', 'felt', 'powerless', 'helpless.']"
937,"['trust', 'betrayed']",1559,"['overcome', 'psychological', 'emotional', 'abuse', '(feelings', 'powerlessness,', 'insecurity,', 'inferiority,', 'loss', 'mentor,', 'threatened']"
938,['trust'],1560,"['despite', 'told', 'to,', 'professor', 'emailed', 'abject', 'apologies,', 'wanting', 'tell', 'personally', 'sorry', 'was.', 'go', 'back', 'institution', 'reiterate', 'meant', 'said', 'wanted', 'contact', 'him.', 'whole', 'incident', 'disappointment', 'me--i', 'knew', 'making', 'unjustified', 'excuses', 'him,', ""i've"", 'never', 'able', 'erase', 'disgusting', 'images', 'wrote', 'mind.', 'older,', 'married', 'student,', 'serious', 'concerns', 'might', 'harass', 'much', 'younger,', 'single', 'women', 'grad', 'program.', 'reputation', 'weird', 'way', 'one', 'quite', 'put', 'finger', '(until', 'gave', 'disks).']"
939,"['depression', 'anxiety', 'suffered', 'worst', 'mental', 'struggled']",1563,"['memory', 'makes', 'feel', 'insignificant,', 'like', 'impostor;', 'business', 'teaching', 'institution,', 'worthless.']"
940,['severe'],1564,"['trauma', 'long-line', 'sexual', 'trauma']"
941,"['exacerbated', 'stressful']",1566,"['raised', 'anxiety-', 'stopped', 'working', 'campus.']"
942,"['alienated', 'lonely']",1567,"['created', 'lot', 'stress']"
943,"['never', 'comfortable', 'alone']",1569,['nan']
944,['alone'],1570,['nan']
945,['angry.'],1572,"['definitely', 'increased', 'anxiety', 'depression,', 'already', 'struggling', 'with.', 'also', 'made', 'less', 'likely', 'seek', 'help', 'abusive', 'relationship', 'in,', 'saw', 'one', 'stood', 'professor.']"
946,"['stress,', 'anxiety,', 'loss', 'depression,']",1573,"['immediately', 'assault,', 'extreme', 'ptsd,', 'included', 'panic', 'attacks,', 'depression,', 'anxiety.', 'although', 'gotten', 'much', 'better,', 'certain', 'situations', 'still', 'trigger', 'ptsd.']"
947,['anxiety'],1574,"['created', 'lot', 'stress']"
948,['bad'],1575,"['terribly', 'depressed', 'months', 'months', 'fantasize', 'suicide.']"
949,['hard'],1577,"['intense', 'anxiety', 'panic', 'attacks', '(hospital', 'treatment,', 'heart', 'problems),', 'sudden', 'low', 'confidence', 'self-esteem;', 'stress', 'tension', 'nearly', 'ruined', 'relationship', '9', 'years.', 'immense', 'tension', ""i'm"", 'forced', 'silence', 'disappointment', 'cowardice', 'compliance', 'institution', 'used', 'love.', 'anger,', 'fear', 'guilt', 'similar', 'situation', 'repeat', ""i'm"", 'partly', 'responsible', ""that's"", 'case', 'want', 'complete', 'degree']"
950,"['dreaded', 'interested', 'discomfort']",1578,"['stress', 'time,', 'discomfort', 'coming', 'office']"
951,"['loss', 'stress', 'worry', 'impacted']",1580,"['greatly', 'damaged', 'sense', 'value', 'academy.', 'confidence', 'work', 'needed', 'continue', 'academic', 'career']"
952,['struggle'],1581,"['initially', 'blamed']"
953,"['quit', 'abusive', 'suicide', 'stress', 'anxiety']",1582,['none']
954,['blamed'],1583,"['first', 'incident', 'shook', 'little']"
